ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_season_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,mo_sold,year_sold,sale_type,sale_condition,sale_price,longitude,latitude
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,85,13143,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,NORTHRIDGE,NORM,NORM,ONEFAM,TWO_STORY,VERY_GOOD,AVERAGE,1993,1993,GABLE,COMPSHG,HDBOARD,IMSTUCC,BRKFACE,504,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,LWQ,4,GLQ,981,0,1231,GASA,EXCELLENT,Y,SBRKR,1251,1098,0,2349,1,0,2,1,4,1,GOOD,9,TYP,1,TYPICAL,ATTCHD,RFN,3,762,TYPICAL,TYPICAL,PAVED,32,130,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,362500,-93.651773,42.046825
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,88,11134,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTHRIDGE,NORM,NORM,ONEFAM,TWO_STORY,VERY_GOOD,AVERAGE,1992,1993,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,180,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,261,1390,GASA,EXCELLENT,Y,SBRKR,1402,823,0,2225,1,0,2,1,4,1,GOOD,7,TYP,1,TYPICAL,ATTCHD,RFN,3,713,TYPICAL,TYPICAL,PAVED,198,30,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,285000,-93.652773,42.045773
TWO_STORY_PUD_1946_AND_NEWER,FLOATING_VILLAGE_RESIDENTIAL,30,3182,PAVE,PAVED,REGULAR,LVL,ALLPUB,INSIDE,GTL,SOMERSET,NORM,NORM,TWNHSE,TWO_STORY,GOOD,AVERAGE,2004,2005,GABLE,COMPSHG,METALSD,METALSD,NONE,0,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,UNF,7,UNF,0,600,600,GASA,EXCELLENT,Y,SBRKR,600,600,0,1200,0,0,2,1,2,1,GOOD,4,TYP,0,NO_FIREPLACE,DETCHD,RFN,2,480,TYPICAL,TYPICAL,PAVED,0,172,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,151000,-93.644889,42.047899
ONE_STORY_1946_AND_NEWER_ALL_STYLES,FLOATING_VILLAGE_RESIDENTIAL,0,4403,PAVE,NO_ALLEY_ACCESS,MODERATELY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,SOMERSET,NORM,NORM,ONEFAM,ONE_STORY,GOOD,AVERAGE,2009,2009,GABLE,COMPSHG,METALSD,METALSD,STONE,432,EXCELLENT,TYPICAL,PCONC,EXCELLENT,TYPICAL,AV,GLQ,3,UNF,0,892,1470,GASA,EXCELLENT,Y,SBRKR,1478,0,0,1478,1,0,2,1,2,1,GOOD,7,TYP,1,GOOD,ATTCHD,FIN,2,484,TYPICAL,TYPICAL,PAVED,0,144,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,NEW,PARTIAL,222000,-93.6468879,42.0471748
TWO_STORY_PUD_1946_AND_NEWER,FLOATING_VILLAGE_RESIDENTIAL,0,2117,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,SOMERSET,NORM,NORM,TWNHS,TWO_STORY,ABOVE_AVERAGE,AVERAGE,2000,2000,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,216,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,378,756,GASA,EXCELLENT,Y,SBRKR,769,804,0,1573,0,0,2,1,3,1,GOOD,5,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,440,TYPICAL,TYPICAL,PAVED,0,32,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,177500,-93.645606,42.046145
TWO_STORY_PUD_1946_AND_NEWER,FLOATING_VILLAGE_RESIDENTIAL,0,2403,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,FR2,GTL,SOMERSET,NORM,NORM,TWNHSE,TWO_STORY,GOOD,AVERAGE,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,286,530,GASA,EXCELLENT,Y,SBRKR,530,550,0,1080,0,0,2,1,2,1,GOOD,4,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,496,TYPICAL,TYPICAL,PAVED,0,50,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,147110,-93.645478,42.046114
ONE_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,30,4420,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CULDSAC,GTL,GREENS,NORM,NORM,TWNHSE,ONE_STORY,VERY_GOOD,AVERAGE,1980,1980,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,GOOD,TYPICAL,CBLOCK,GOOD,TYPICAL,GD,GLQ,3,UNF,0,0,728,GASA,TYPICAL,Y,SBRKR,788,0,0,788,1,0,1,0,1,1,GOOD,3,TYP,1,TYPICAL,DETCHD,FIN,2,484,TYPICAL,TYPICAL,PAVED,133,42,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,155000,-93.649361,42.042565
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,80,9600,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTHWEST_AMES,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,ABOVE_AVERAGE,1971,1971,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,ALQ,1,UNF,0,386,715,GASA,TYPICAL,Y,SBRKR,930,715,0,1645,0,0,1,2,4,1,TYPICAL,7,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,441,TYPICAL,TYPICAL,PAVED,0,78,0,0,0,0,NO_POOL,GOOD_WOOD,NONE,6,2010,WD,NORMAL,171000,-93.632554,42.043821
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,0,9790,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTHWEST_AMES,FEEDR,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,AVERAGE,1963,1963,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,451,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,ALQ,1,REC,81,678,1328,GASA,TYPICAL,Y,SBRKR,1328,0,0,1328,1,0,1,1,3,1,TYPICAL,6,TYP,2,GOOD,ATTCHD,UNF,2,528,TYPICAL,TYPICAL,PAVED,0,26,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,143000,-93.625926,42.042205
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,137,16492,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,NORTH_AMES,POSA,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,ABOVE_AVERAGE,1966,2002,GABLE,COMPSHG,BRKFACE,PLYWOOD,NONE,0,GOOD,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,ALQ,1,REC,713,557,1517,GASA,EXCELLENT,Y,SBRKR,1888,0,0,1888,0,0,2,1,2,1,GOOD,6,MOD,1,GOOD,ATTCHD,FIN,2,578,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,190000,-93.614244,42.047447
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,70,8400,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTH_AMES,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,ABOVE_AVERAGE,1957,1957,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,NO,REC,6,UNF,0,392,1314,GASA,TYPICAL,Y,SBRKR,1314,0,0,1314,1,0,1,0,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,ATTCHD,RFN,1,294,TYPICAL,TYPICAL,PAVED,250,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,145000,-93.618626,42.044847
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,80,10032,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTH_AMES,NORM,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,AVERAGE,1959,1959,GABLE,COMPSHG,WD_SDNG,WD_SDNG,STONE,432,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,REC,6,UNF,0,510,1244,GASA,EXCELLENT,Y,SBRKR,1580,0,0,1580,1,0,1,1,3,1,TYPICAL,6,TYP,2,GOOD,ATTCHD,UNF,2,440,TYPICAL,TYPICAL,PAVED,0,28,0,0,160,0,NO_POOL,GOOD_WOOD,NONE,6,2010,WD,NORMAL,159500,-93.614241,42.0435919
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,119,10895,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,NORTH_AMES,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,ABOVE_AVERAGE,1955,1955,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,NO,REC,6,UNF,0,324,972,GASA,TYPICAL,Y,SBRKR,972,0,0,972,0,0,1,0,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,ATTCHD,UNF,1,305,TYPICAL,TYPICAL,PAVED,0,0,205,0,0,0,NO_POOL,GOOD_WOOD,NONE,6,2010,WD,NORMAL,122500,-93.617092,42.04137
DUPLEX_ALL_STYLES_AND_AGES,RESIDENTIAL_LOW_DENSITY,64,6979,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,OLD_TOWN,NORM,NORM,DUPLEX,SFOYER,ABOVE_AVERAGE,AVERAGE,1980,1980,GABLE,COMPSHG,PLYWOOD,PLYWOOD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,GLQ,3,UNF,0,0,1056,GASA,GOOD,Y,SBRKR,1056,0,0,1056,2,0,0,0,0,2,TYPICAL,4,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,576,TYPICAL,TYPICAL,PAVED,264,56,0,0,0,0,NO_POOL,GOOD_PRIVACY,SHED,6,2010,WD,NORMAL,144000,-93.6116762,42.0372097
SPLIT_OR_MULTILEVEL,RESIDENTIAL_LOW_DENSITY,96,11275,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,NORTH_AMES,POSN,NORM,ONEFAM,SLVL,GOOD,GOOD,1967,2007,MANSARD,WDSHAKE,WD_SDNG,WD_SDNG,BRKFACE,300,GOOD,GOOD,CBLOCK,GOOD,TYPICAL,NO,UNF,7,UNF,0,710,710,GASA,EXCELLENT,Y,SBRKR,1898,1080,0,2978,0,0,2,1,5,1,GOOD,11,TYP,1,GOOD,BUILTIN,FIN,2,564,TYPICAL,TYPICAL,PAVED,240,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,242000,-93.606905,42.041119
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,71,8520,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,NORTH_AMES,ARTERY,NORM,ONEFAM,ONE_AND_HALF_FIN,AVERAGE,BELOW_AVERAGE,1952,1952,GABLE,COMPSHG,BRKFACE,WD_SDNG,NONE,0,TYPICAL,FAIR,CBLOCK,TYPICAL,TYPICAL,NO,REC,6,UNF,0,403,910,GASA,FAIR,Y,SBRKR,910,475,0,1385,0,0,2,0,4,1,TYPICAL,6,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,720,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,MINIMUM_PRIVACY,NONE,6,2010,WD,NORMAL,166000,-93.609218,42.0347571
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,81,7635,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,NORTH_AMES,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,ABOVE_AVERAGE,1960,1960,GABLE,COMPSHG,BRKFACE,WD_SDNG,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,REC,6,LWQ,350,237,1175,GASA,EXCELLENT,Y,SBRKR,1175,0,0,1175,0,0,1,1,3,1,TYPICAL,6,TYP,0,NO_FIREPLACE,DETCHD,RFN,2,484,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,148000,-93.606742,42.034851
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,70,7700,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTH_AMES,POSN,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1966,1966,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,351,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,756,756,GASA,TYPICAL,Y,SBRKR,1051,788,0,1839,0,0,1,1,4,1,TYPICAL,7,TYP,1,TYPICAL,ATTCHD,UNF,2,442,TYPICAL,TYPICAL,PAVED,0,124,216,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,155000,-93.603705,42.037093
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_MEDIUM_DENSITY,55,8800,PAVE,GRAVEL,REGULAR,LVL,ALLPUB,CORNER,GTL,OLD_TOWN,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,BELOW_AVERAGE,GOOD,1910,2004,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,TYPICAL,BRKTIL,TYPICAL,FAIR,NO,UNF,7,UNF,0,576,576,GASA,GOOD,Y,SBRKR,792,348,0,1140,0,0,1,0,3,1,TYPICAL,7,MIN2,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,DIRT_GRAVEL,0,160,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,96500,-93.617135,42.032134
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_MEDIUM_DENSITY,69,5805,PAVE,GRAVEL,REGULAR,BNK,ALLPUB,INSIDE,MOD,OLD_TOWN,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,GOOD,1957,1957,HIP,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,MN,BLQ,2,REC,1073,0,1347,GASA,GOOD,Y,SBRKR,1347,0,0,1347,1,1,1,0,3,1,GOOD,6,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,551,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,143000,-93.6179112,42.0303783
ONE_STORY_1945_AND_OLDER,RESIDENTIAL_MEDIUM_DENSITY,47,4608,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,OLD_TOWN,ARTERY,NORM,ONEFAM,ONE_STORY,BELOW_AVERAGE,ABOVE_AVERAGE,1945,1950,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,747,747,GASA,TYPICAL,Y,SBRKR,747,0,0,747,0,0,1,0,2,1,TYPICAL,4,TYP,0,NO_FIREPLACE,ATTCHD,UNF,1,220,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,80000,-93.615431,42.033644
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_MEDIUM_DENSITY,69,11851,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,OLD_TOWN,ARTERY,NORM,ONEFAM,ONE_AND_HALF_FIN,AVERAGE,GOOD,1948,2009,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,GOOD,BRKTIL,TYPICAL,TYPICAL,NO,BLQ,2,UNF,0,247,1027,GASA,EXCELLENT,Y,SBRKR,1027,606,0,1633,0,0,1,0,3,1,GOOD,7,TYP,1,GOOD,DETCHD,UNF,1,240,TYPICAL,TYPICAL,PAVED,0,100,126,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,129000,-93.610466,42.030383
ONE_STORY_1945_AND_OLDER,RESIDENTIAL_MEDIUM_DENSITY,68,9656,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,OLD_TOWN,NORM,NORM,ONEFAM,ONE_STORY,POOR,POOR,1923,1970,GABLE,COMPSHG,ASBSHNG,ASBSHNG,NONE,0,TYPICAL,FAIR,BRKTIL,FAIR,FAIR,NO,UNF,7,UNF,0,678,678,GASA,TYPICAL,N,SBRKR,832,0,0,832,0,0,1,0,2,1,TYPICAL,5,TYP,1,GOOD,DETCHD,UNF,2,780,FAIR,FAIR,DIRT_GRAVEL,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,ABNORML,12789,-93.606789,42.030388
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_MEDIUM_DENSITY,60,10800,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,OLD_TOWN,ARTERY,NORM,ONEFAM,ONE_AND_HALF_FIN,AVERAGE,ABOVE_AVERAGE,1915,1950,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,GOOD,PCONC,FAIR,TYPICAL,NO,LWQ,4,UNF,0,0,686,GASA,TYPICAL,Y,SBRKR,966,686,0,1652,1,0,2,0,4,1,TYPICAL,7,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,416,TYPICAL,TYPICAL,PAVED,0,0,196,0,0,0,NO_POOL,NO_FENCE,SHED,6,2010,WD,NORMAL,139000,-93.610588,42.029146
TWO_FAMILY_CONVERSION_ALL_STYLES_AND_AGES,RESIDENTIAL_MEDIUM_DENSITY,100,9045,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,OLD_TOWN,NORM,NORM,TWOFMCON,TWO_STORY,AVERAGE,FAIR,1910,1950,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,FAIR,BRKTIL,TYPICAL,TYPICAL,MN,UNF,7,UNF,0,840,840,GRAV,FAIR,N,FUSEF,1128,1128,0,2256,0,0,2,0,4,2,FAIR,12,TYP,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,DIRT_GRAVEL,0,18,18,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,ABNORML,76500,-93.608878,42.028083
TWO_STORY_1945_AND_OLDER,RESIDENTIAL_MEDIUM_DENSITY,60,7740,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,OLD_TOWN,NORM,NORM,ONEFAM,TWO_STORY,BELOW_AVERAGE,GOOD,1910,1950,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,CBLOCK,FAIR,TYPICAL,NO,UNF,7,UNF,0,622,622,GASA,GOOD,Y,SBRKR,741,622,0,1363,0,0,1,0,3,1,TYPICAL,6,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,528,TYPICAL,TYPICAL,PAVED,0,0,0,0,168,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,125500,-93.607238,42.028164
TWO_STORY_1945_AND_OLDER,RESIDENTIAL_MEDIUM_DENSITY,60,10560,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,OLD_TOWN,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,GOOD,1922,1994,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,TYPICAL,CBLOCK,FAIR,TYPICAL,NO,REC,6,UNF,0,455,738,GASA,EXCELLENT,Y,SBRKR,868,602,0,1470,0,0,1,1,2,1,TYPICAL,6,MIN1,0,NO_FIREPLACE,DETCHD,UNF,2,624,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,140750,-93.607088,42.028165
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_MEDIUM_DENSITY,57,8094,PAVE,GRAVEL,REGULAR,LVL,ALLPUB,INSIDE,GTL,OLD_TOWN,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,BELOW_AVERAGE,AVERAGE,1915,1950,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,FAIR,CBLOCK,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,888,888,GASA,EXCELLENT,Y,SBRKR,888,1074,0,1962,0,0,1,1,4,1,TYPICAL,9,TYP,1,TYPICAL,DETCHD,UNF,2,572,TYPICAL,TYPICAL,PAVED,160,0,364,0,0,0,NO_POOL,GOOD_PRIVACY,NONE,6,2010,WD,NORMAL,149500,-93.621674,42.028888
TWO_STORY_1945_AND_OLDER,RESIDENTIAL_LOW_DENSITY,0,24090,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,CLEAR_CREEK,NORM,NORM,ONEFAM,TWO_STORY,GOOD,GOOD,1940,1950,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,MN,UNF,7,UNF,0,1032,1032,GASA,EXCELLENT,Y,SBRKR,1207,1196,0,2403,0,0,2,0,4,1,TYPICAL,10,TYP,2,TYPICAL,ATTCHD,UNF,1,349,TYPICAL,TYPICAL,PAVED,56,0,318,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,COD,NORMAL,244400,-93.656231,42.033454
TWO_FAMILY_CONVERSION_ALL_STYLES_AND_AGES,RESIDENTIAL_HIGH_DENSITY,60,6048,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,SOUTH_AND_WEST_OF_IOWA_STATE_UNIVERSITY,ARTERY,NORM,TWOFMCON,ONE_AND_HALF_FIN,AVERAGE,GOOD,1910,1950,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,GOOD,BRKTIL,TYPICAL,TYPICAL,MN,LWQ,4,UNF,0,120,856,GASA,GOOD,Y,SBRKR,936,744,0,1680,1,0,2,0,2,2,TYPICAL,7,TYP,1,GOOD,DETCHD,UNF,2,450,TYPICAL,FAIR,PARTIAL_PAVEMENT,56,144,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,COD,NORMAL,114900,-93.655849,42.022825
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,65,7800,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,GOOD,1966,2008,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,47,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,MN,BLQ,2,REC,474,150,864,GASA,EXCELLENT,Y,SBRKR,892,0,0,892,1,0,1,0,3,1,GOOD,5,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,416,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,137900,-93.677992,42.029924
ONE_STORY_1945_AND_OLDER,RESIDENTIAL_LOW_DENSITY,94,9259,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,SAWYER,FEEDR,NORM,ONEFAM,ONE_STORY,BELOW_AVERAGE,BELOW_AVERAGE,1927,1950,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,TYPICAL,BRKTIL,FAIR,TYPICAL,NO,UNF,7,UNF,0,660,660,GASA,TYPICAL,N,SBRKR,756,0,0,756,0,0,1,0,2,1,TYPICAL,4,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,440,TYPICAL,TYPICAL,DIRT_GRAVEL,80,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2010,WD,NORMAL,85000,-93.663619,42.03387
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,124,18600,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,FAIR,BELOW_AVERAGE,1938,1990,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,MN,BLQ,2,LWQ,684,0,972,GASA,TYPICAL,Y,FUSEA,1052,558,0,1610,0,1,2,0,4,1,FAIR,8,TYP,1,GOOD,ATTCHD,RFN,1,480,TYPICAL,TYPICAL,PAVED,0,0,60,0,0,0,NO_POOL,NO_FENCE,SHED,6,2010,WD,NORMAL,124000,-93.671178,42.023079
